"bus_rest.business_id" "bus_rest.stars" "bus_rest.longitude" "bus_rest.latitude" "bus_rest.state" "bus_rest.attributes.RestaurantsTakeOut" "bus_rest.attributes.RestaurantsReservations" "bus_rest.attributes.WiFi" "bus_rest.attributes.Caters"
"22998" "cNkm08qu--yjIY_NPxrS2g" 3 -73.568164 45.501658 "QC" FALSE TRUE "free" TRUE
"22999" "3JnO3AEqRD8DbXkWP-gTFw" 4 -111.959448 33.333928 "AZ" TRUE FALSE "free" TRUE
"23000" "jVefoZbu5VF80CCB1Q2MaA" 3.5 -79.3970751 43.7015676 "ON" TRUE TRUE "no" FALSE
"23003" "j0YMfO-cJhOXGDBSfv3FXg" 4 -73.563507 45.5151368 "QC" TRUE FALSE "free" FALSE
"23005" "r6YlsmM53fDwbRNlNl-OUQ" 3.5 -79.860283 40.493969 "PA" TRUE FALSE "no" TRUE
"23006" "lJDnML8EVAc_muLXhN32Yw" 4 -89.400397 43.0600205 "WI" TRUE FALSE "no" FALSE
"23007" "nwQq25Nuf-AmtHT9l0BXIw" 3 -79.4345802 43.6497277 "ON" FALSE TRUE "no" FALSE
"23009" "YYWkJwfO1HApuHiW-8eq7Q" 3.5 -112.320821421 33.7412807704 "AZ" TRUE FALSE "free" TRUE
"23010" "hNSvyreISNd9XXrHyyaSjQ" 3.5 -79.407119751 43.6565708928 "ON" TRUE TRUE "no" FALSE
"23011" "yuFdJdrnfMp3cfXVwTXjjA" 3.5 -79.3413385 43.6796129 "ON" TRUE TRUE "free" TRUE
"23012" "Ljkz7jHZKpe_DhWVHAtbTg" 3.5 -80.6475013 35.0486079 "NC" TRUE FALSE "free" TRUE
"23016" "bBdBNFFyIVUwY-L3kqa3zg" 3.5 -79.4133397111 43.7704057865 "ON" TRUE TRUE "no" FALSE
"23017" "HJ928N6c5Hh2KD3lYCuabA" 2.5 -79.4113679643 43.7626557559 "ON" TRUE TRUE "no" TRUE
"23018" "t7yA67hvHrwU_lwVBfRB9g" 2 -115.092 36.2403 "NV" TRUE FALSE "no" FALSE
"23020" "8XFDd4uX-g5B4JJzIahPHg" 4 -111.944123336 33.4287157292 "AZ" TRUE TRUE "free" TRUE
"23024" "Qe71AVaQZW9EbATLpCec0Q" 3.5 -115.173573308 36.1026671148 "NV" TRUE FALSE "no" FALSE
"23025" "f_eiOrEcMnkHB7GvQVOHkQ" 3.5 -115.164514 36.126212 "NV" TRUE TRUE "free" FALSE
"23027" "Wq43-U_iu8ujaaR9aAjIvQ" 3.5 -80.806329 35.0342675 "NC" TRUE FALSE "free" TRUE
"23029" "y_ktxjYF2WJ__IA05ctSBw" 3 -80.785635 35.096098 "NC" TRUE FALSE "no" TRUE
"23031" "Xb7jOAa17xtT_uA4sCCAsg" 4 -112.27539 33.635323 "AZ" TRUE TRUE "free" TRUE
"23032" "3jKaeGaw_iVz1oEqpoRqsQ" 3.5 -81.4076539 41.156503 "OH" TRUE FALSE "no" FALSE
"23033" "AoSrHwLCR5JQotVFwtLFTQ" 2 -79.6538024783 43.5760907995 "ON" TRUE FALSE "free" FALSE
"23034" "p0mrAI9F5obInFizyfc_0A" 4 -111.923613487 33.6245114918 "AZ" TRUE FALSE "no" FALSE
"23036" "C_mFoDIKeoquldTHFJWTjw" 3.5 -79.3950936 43.6686319 "ON" TRUE FALSE "free" FALSE
"23038" "fJ7uw4dDFIga57868Oz1EA" 4.5 -114.8458477 35.9717498 "NV" TRUE FALSE "no" TRUE
"23039" "74QS_MlNR1eKf6fhLxkflg" 3.5 -79.416217804 44.0138671424 "ON" TRUE TRUE "no" TRUE
"23041" "6QRY4tMQdHFOe2-_CUHMdA" 3.5 -111.9984076 33.4807498 "AZ" TRUE FALSE "no" FALSE
"23043" "gg62odhAf0bHAvCaTaaEhQ" 4.5 -79.3896822 43.873402 "ON" FALSE FALSE "free" FALSE
"23044" "2AGqSSK62TdzsnI80K_q4w" 4 -79.4607145 43.6743067 "ON" TRUE FALSE "no" FALSE
"23045" "suLXZUWsh53kzoTVnO4gng" 3 -115.2330284 36.1435161 "NV" TRUE FALSE "no" FALSE
"23051" "On8O41uCKj1GfF1Bt4S2Lg" 3 -115.19734 36.116176 "NV" TRUE FALSE "no" FALSE
"23055" "QzrtN3EjGp-kSCzg8uj1oA" 4 -112.0663979 33.5679191 "AZ" TRUE TRUE "free" FALSE
"23056" "R9cM1tmBkQ03lnbE_a-U4Q" 3.5 -79.420498 43.8051782 "ON" TRUE TRUE "no" FALSE
"23057" "E6QAh8UPRo6Tlg6hkcWCHw" 3.5 -88.233544 40.110474 "IL" TRUE FALSE "no" FALSE
"23058" "KnQ5BfIeS7Y19wT5zmVsjw" 3.5 -73.604905 45.524101 "QC" TRUE TRUE "no" FALSE
"23059" "Rnck2nc0j-FbolNiae2grg" 4 -79.5653778 43.71187 "ON" TRUE FALSE "no" TRUE
"23061" "q6BzQz426uH6rB7bmZvexQ" 3 -79.8854406388 40.4881863769 "PA" TRUE TRUE "free" TRUE
"23063" "ceHQCsqHjUU8YsLeAvAwOg" 3.5 -73.5805596 45.5269257 "QC" TRUE FALSE "free" FALSE
"23067" "HIcSLdYQlLthOPt218o87g" 4 -79.3938208 43.6680176 "ON" FALSE TRUE "free" TRUE
"23072" "uMOOP1DtKAAAiAtkyidDWA" 3.5 -79.4012455 43.6533779 "ON" TRUE TRUE "no" TRUE
"23073" "gcrez7gs0uWy-l9qYvY39Q" 3 -79.4617555 43.8084346 "ON" TRUE TRUE "no" FALSE
"23080" "W6zJtBokhnJvpHlZbROBBQ" 3 -79.3805654 43.6546609 "ON" TRUE FALSE "free" FALSE
"23082" "0M7rIhQLKD-j2XSnKgt2ng" 2 -115.146663233 36.0804361207 "NV" TRUE FALSE "no" FALSE
"23084" "SAd6dJ_4xokb6wyCdM1tdw" 4 -3.1714990139 55.9610328674 "EDH" FALSE TRUE "free" FALSE
"23086" "7cIsnVpbiIpVkXZCMJyAtg" 2 -112.271507886 33.4207670645 "AZ" TRUE FALSE "paid" FALSE
"23090" "C3N3mAl93KXGm3IgsIsLag" 3.5 -115.047502889 36.0400030342 "NV" TRUE FALSE "no" TRUE
"23091" "yGd87bkFijZ6YHrHtW5maA" 3.5 -115.231436995 36.2377817298 "NV" TRUE TRUE "free" TRUE
"23093" "-OOVJcc1-qOUqI9131u0gw" 3 -112.304992676 33.4545746214 "AZ" TRUE TRUE "no" TRUE
"23096" "a1f__u9BqClhfd5NsxTb6g" 4.5 -3.2069762 55.9566625 "EDH" FALSE TRUE "free" FALSE
"23099" "l0aaLW6ZdDXWjUegUECSxg" 3.5 -112.113950751 33.7120553199 "AZ" TRUE TRUE "free" TRUE
"23102" "EqC6I25nHI_6Z4eQta_Cbw" 2 -73.726468 45.568031 "QC" TRUE FALSE "no" FALSE
"23103" "nIfCQEGxvkS076VTuSQAeg" 3.5 -80.666692 35.411037 "NC" TRUE FALSE "free" TRUE
"23104" "1xEFOt8ArF0k4cpqWUk9gg" 2.5 -80.06235 40.492067 "PA" TRUE FALSE "free" FALSE
"23108" "WKfZPe1VRweH0Vg9j9LckA" 2 -115.121 36.0422 "NV" TRUE FALSE "free" TRUE
"23110" "4mK9CyIzx6sovVThtWIg0Q" 2.5 -73.5770661 45.4977473 "QC" TRUE TRUE "no" FALSE
"23112" "gGt00WW8sNY2Sop7jYa7Tw" 4 -80.844459 35.202035 "NC" TRUE FALSE "no" FALSE
"23114" "UDpV5ZVAWqkfW00GRb4E7g" 2.5 -81.7683955 41.3858305 "OH" TRUE FALSE "no" TRUE
"23115" "iw1WJt3wl6-NquZGKVamLw" 4 -115.1487308 36.1150593 "NV" TRUE FALSE "no" TRUE
"23123" "3UMnOWyvnvnGrcSysb9ImQ" 2.5 -111.614887 33.388998 "AZ" TRUE FALSE "no" FALSE
"23125" "FGnu6kgxxYhI-oNL56wQdg" 3.5 -79.750673 43.695851 "ON" TRUE FALSE "no" FALSE
"23126" "47me-6Zme7RYR0zEonfaHg" 4 -81.9525268849 41.4609961208 "OH" FALSE TRUE "free" TRUE
"23127" "1NNBpiQ3rUT-7T8ch45SVA" 3 -81.9508993 41.4601161 "OH" TRUE TRUE "no" TRUE
"23129" "Pthcdg09sHQ9M9Tj5P9gfQ" 3.5 -79.3734095 43.6485113 "ON" FALSE FALSE "free" FALSE
"23131" "YiaOpyu4qx0x1nJC_G33TQ" 4 -111.9659168 33.3181573 "AZ" TRUE TRUE "no" TRUE
"23134" "Bu1SgnZblQhE345j3GlzUg" 4 -79.4292572 43.7000376 "ON" TRUE TRUE "no" TRUE
"23136" "DYPbHkUtdq8HDecVxt4TwQ" 3 -79.4024449 43.6556342 "ON" TRUE FALSE "no" TRUE
"23143" "50vHYiIFknliNBn51O7Gjg" 4.5 -81.4782584 41.1637395 "OH" TRUE FALSE "free" TRUE
"23145" "iR6kEMdNRFc9QZUNTQo5Zg" 3.5 -80.2414157749 40.4955233376 "PA" TRUE FALSE "no" TRUE
"23148" "WB7346WSdkTHvtHfWPilaA" 4.5 -112.070489136 33.4589658497 "AZ" TRUE FALSE "free" TRUE
"23149" "sXLdPB6WWaAN_ZsEAmCF0w" 3.5 -79.3904685974 43.654381909 "ON" TRUE TRUE "free" TRUE
"23151" "yEgnxd3aUUgUoG7qJiuDlQ" 4 -79.3838275 43.6573002 "ON" TRUE TRUE "no" TRUE
"23157" "TYZIMuHwhZo_Hizenmf8Pg" 3 -80.0038351 40.448071 "PA" TRUE FALSE "free" FALSE
"23158" "6gPcuK1mTlJDb3SG7d0q7A" 4.5 -81.7668848 41.4058131 "OH" TRUE FALSE "free" TRUE
"23159" "BqnxN4hHahZ-zZGXDDGLsg" 4 -111.964933625 33.534083783 "AZ" TRUE TRUE "free" TRUE
"23160" "mBkKChgOcJWd6KLFxAg2MA" 3 -81.833829 41.304784 "OH" TRUE FALSE "free" TRUE
"23163" "woXlprCuowrLJswWere3TQ" 4.5 -80.0019846969 40.4422285653 "PA" TRUE TRUE "no" FALSE
"23169" "lYv2-FaGQBhZnVxTb3Qc5Q" 2 -115.1851022 36.1004135 "NV" TRUE FALSE "no" FALSE
"23171" "xsl-d_opm3AU5H2Z-im33g" 4 -79.4229379 43.6546463 "ON" TRUE FALSE "no" TRUE
"23172" "H8mq-5oLkF9jlfyYi3vvOw" 3.5 -89.303778 43.012505 "WI" TRUE TRUE "free" TRUE
"23175" "QktMX-it2PnuYJxAYl00Fg" 3.5 -79.5614107 43.6347459 "ON" TRUE TRUE "no" FALSE
"23177" "NlBifQZCNUAnbuo_wKIVpg" 4.5 -81.240953 41.725245 "OH" TRUE FALSE "no" TRUE
"23178" "_in6pQUIS1Ec57MXTPn7KQ" 3 -79.788366179 40.4358788218 "PA" TRUE FALSE "free" TRUE
"23181" "bD9W3huq5TDbAxm98JDKVA" 4 -111.9680516 33.3174396 "AZ" TRUE FALSE "free" TRUE
"23184" "qcY0PZc17ulyuaDfx0Kmyg" 4 -73.4757645154 45.4777120664 "QC" TRUE TRUE "no" FALSE
"23186" "2gL0aUIPqe4rw7bJqfAA_g" 4.5 -79.4383634 43.8769309 "ON" TRUE TRUE "free" TRUE
"23187" "SYmlrGAfgHaKhHMn21y7Gw" 3.5 -111.7867815 33.450355 "AZ" TRUE FALSE "no" TRUE
"23188" "tzvO-eOqO3Q8k1Kw5d5Rdw" 3 -80.6768119 35.0685438 "NC" TRUE FALSE "no" TRUE
"23190" "x8oiVIsjfdHUBME1IqCgYg" 3 -81.8267599 41.481841 "OH" TRUE TRUE "no" FALSE
"23191" "GRlucCzB0Jg4VC_A_KCgZw" 2.5 -79.693245 43.6091105 "ON" TRUE FALSE "free" FALSE
"23192" "6DiN28S8JXwhaBBtI_T-HA" 4 -79.6138362586 43.5823996549 "ON" TRUE FALSE "no" TRUE
"23193" "7gTsWzLnmEQBesGRtI9yew" 4 -79.3606289 43.6501601 "ON" TRUE FALSE "free" FALSE
"23195" "gqiBy1X5n1KHq21D2dawEw" 3 -73.6243830365 45.5264045056 "QC" TRUE FALSE "no" FALSE
"23196" "MN2oRaV4bZEbBIy_w7fNEQ" 3.5 -81.437752471 41.5264445901 "OH" TRUE FALSE "free" TRUE
"23197" "1rbb8ntTOpSolQv60CGcsQ" 3.5 -112.099013 33.595369 "AZ" TRUE FALSE "no" TRUE
"23198" "_y4zRzQloskP7IsEBhdNDA" 3.5 -89.351504 43.092992 "WI" FALSE FALSE "free" FALSE
"23200" "wq2_ZM7KU_Wc93tonTTsdQ" 3 -81.4727177 41.182708 "OH" TRUE FALSE "free" FALSE
"23202" "SUktrYdNQD8k2vvkM4OpfA" 3.5 -88.2450179 40.1178493 "IL" TRUE TRUE "no" TRUE
"23206" "c_FTil8s5PS2l_YJDQAXhA" 4 -79.4149935 43.6548045 "ON" TRUE TRUE "no" FALSE
"23207" "gaVbK3SlRnOAWWVyyu3SVA" 4 -112.0646901 33.52812 "AZ" TRUE FALSE "no" FALSE
"23208" "vCx6uieEF0W0mKFK4sT3Yg" 2.5 -79.4027114 43.6565412 "ON" TRUE TRUE "no" TRUE
"23209" "HOZViPqF0XRqmkinHO86YQ" 3.5 -79.3008188 43.6701284 "ON" TRUE FALSE "no" TRUE
"23214" "t65yfB9v9fqlhAkLnnUXdg" 3.5 -79.3670756 43.6616589 "ON" TRUE TRUE "no" TRUE
"23215" "w55IYhyLHUdsRlo_EvMmNQ" 3.5 -115.2870159 36.2914365 "NV" TRUE TRUE "no" TRUE
"23216" "V6Od7XYl_PznuG19DPfTAQ" 2.5 -115.287263 36.281315 "NV" TRUE FALSE "no" TRUE
"23223" "ZEL8SF4BCqYgHyDyDxEUBA" 4 -89.738852 43.008927 "WI" TRUE FALSE "free" TRUE
"23225" "tMYYSWyTppDcF070Hmy-kQ" 3.5 -115.332706822 36.1517914562 "NV" TRUE FALSE "no" TRUE
"23226" "nkubaPIxnt6ZYhjKsAe3yg" 4 -81.5656458959 41.5074369106 "OH" TRUE TRUE "no" TRUE
"23228" "uGCct-R33OXz53igyKjejQ" 3.5 -80.8461455 35.2246617 "NC" TRUE FALSE "free" TRUE
"23230" "vxuyl9IVum8zngXgvbT4Jg" 4 -111.786838174 33.3059362523 "AZ" TRUE FALSE "free" FALSE
"23231" "XMrLwzmEAsfNpbKRC7vUzQ" 3 -80.7558586 35.3079026 "NC" TRUE FALSE "free" FALSE
"23233" "3Ru1_F8GoUcV-QwhX378hA" 2.5 -111.9730291 33.4660084 "AZ" TRUE FALSE "no" TRUE
"23238" "zhsivc2EDrmKB7L7zlAObw" 3 -111.979564061 33.7422047766 "AZ" TRUE TRUE "free" TRUE
"23241" "1zrCYNcoBRO0ePhfuNyoCQ" 3 -79.4148142 43.6549094 "ON" TRUE FALSE "no" TRUE
"23243" "f0zHPEwKLf3Aguf_IDemRQ" 3 -79.393732 43.655973 "ON" TRUE TRUE "free" FALSE
"23244" "ElFjivhz41XfFiOogtTCvg" 2 -79.3874872 43.665223 "ON" TRUE TRUE "free" TRUE
"23245" "Rc0uocoxDpd4TefcHw_X2g" 3 -80.0691463 40.4410961 "PA" TRUE FALSE "no" TRUE
"23250" "Zrf03_j-sjkqp0fuqFBZxg" 2 -112.1853879 33.6117529 "AZ" TRUE FALSE "free" FALSE
"23252" "nFqlNNIcnjIGe0GI9Xp8BQ" 3.5 9.115206 48.7252011 "BW" TRUE TRUE "free" TRUE
"23253" "RMtnJYAAiXmUFrMngttEoQ" 4 -111.963537592 33.3496363575 "AZ" TRUE TRUE "free" TRUE
"23254" "mCF0DIZSndctgTwJCfIvuQ" 3.5 -111.92182 33.8249764 "AZ" TRUE FALSE "free" TRUE
"23256" "HVpTl8LrT5btvNRQwkvKVw" 2.5 -80.8854943514 35.1632377815 "NC" TRUE FALSE "free" FALSE
"23257" "o2uZemnFnlyEV0YDEiWBIw" 3 -79.3374740042 43.668886269 "ON" TRUE FALSE "no" FALSE
"23259" "n5wZxYrle8ROuK-Saq-yyw" 4 -80.84658 35.170641 "NC" TRUE FALSE "free" TRUE
"23260" "KnV-IaFLBNR4aT7c_voXjQ" 3.5 -79.4006532803 43.6672563249 "ON" TRUE FALSE "free" FALSE
"23261" "TAEMcgLcCLebzn8Jd3nVRw" 3.5 -115.1415627 36.2763491 "NV" TRUE FALSE "free" FALSE
"23263" "GisIy4El3OAxJwnkovgv_A" 3.5 -115.197258 36.1725319 "NV" TRUE FALSE "free" FALSE
"23265" "2ZU3ujOk7cDnIOIRGmBgjg" 4 -73.6049072 45.5243876 "QC" TRUE TRUE "free" TRUE
"23266" "SXr6ByM7UmUQ55qtOUMijg" 3 -111.8575037 33.2639156 "AZ" TRUE FALSE "no" TRUE
"23268" "_ahgIGB3sl5nNYa6WPPAdg" 3.5 -79.4849799 43.6497699 "ON" TRUE TRUE "no" FALSE
"23271" "HadzjG0pPrqH-t7Yv1MEKA" 3.5 -81.243165 41.732959 "OH" TRUE FALSE "no" FALSE
"23272" "Yej9s79KJG5r8_aDjJcVlQ" 4 -80.0988817 40.4675235 "PA" TRUE TRUE "free" TRUE
"23273" "EWmwbOm_4UhOtvLaBzHpPA" 3.5 -79.3972377 43.6485741 "ON" TRUE FALSE "no" FALSE
"23276" "Crz3YPKbXdRzftigOr62_w" 3 -111.909434057 33.4797181315 "AZ" TRUE FALSE "no" FALSE
"23277" "nDfKGbSGIsPv-q0-s-GrVQ" 2 -79.3065091 43.8625769 "ON" TRUE FALSE "free" TRUE
"23278" "Jjy8y9Gi7pcytQrzgAN_Fg" 4.5 -73.6486742 45.4434472 "QC" TRUE FALSE "no" TRUE
"23281" "Qkz-2BNQVSKL7gpyPijhJA" 2.5 -81.3965888 41.1550349 "OH" TRUE FALSE "free" FALSE
"23283" "VxRlBe2wjtycFWSZm1orTA" 4.5 -79.9794308 40.4284268 "PA" TRUE FALSE "free" TRUE
"23284" "ffUMyqLvDLcsed5p_7wy5A" 3 -89.3694529 43.085589 "WI" TRUE TRUE "no" TRUE
"23285" "Ibxn674pyPmTR_pFpmZO3Q" 3 -79.4515446 43.8098502 "ON" TRUE TRUE "paid" TRUE
"23286" "kChqs0leU744S91bb34AkQ" 2.5 -79.8121951 43.6833839 "ON" TRUE TRUE "free" TRUE
"23287" "P3fkbYxzCAY00KCKmjPGwQ" 3 -73.7463778 45.5388255 "QC" TRUE TRUE "no" FALSE
"23290" "Gck19imUtC4SF8Ff9w_HGg" 2.5 -80.936822 35.1370182 "NC" TRUE FALSE "free" TRUE
"23294" "AR76vawY1ohkXcwuuNF_Sw" 4 -79.6253481 43.6398192 "ON" TRUE TRUE "free" FALSE
"23295" "17K0u4eyrm5rZBo5FybQtA" 3 -112.12823879 33.8000385995 "AZ" TRUE FALSE "free" FALSE
"23296" "sZTQsH01IcSfeyc3W6EkqQ" 4 -79.6181294695 43.5789270202 "ON" TRUE FALSE "free" TRUE
"23299" "qXoVYptJRQg6Jt7NLvGv-A" 4 -112.2619851 33.534484 "AZ" TRUE FALSE "free" TRUE
"23301" "LLWOrt8Vo5kyA9qeo-Y76g" 4 -111.8145749 33.4081871 "AZ" TRUE FALSE "no" TRUE
"23302" "AlninJFRoy8h3jwxddJeZQ" 2.5 -111.6808257 33.58193 "AZ" FALSE FALSE "no" FALSE
"23304" "e8ohWYW8rbOZWZ4pojU4zQ" 4 -3.1997288 55.9540045 "EDH" FALSE TRUE "no" FALSE
"23305" "X98B7ECTqBbFWZh08WzlCQ" 4.5 -112.1855638 33.6658279 "AZ" TRUE FALSE "no" TRUE
"23308" "j0GIt0EpmpWqms5WbPl5Bw" 3 -79.3972781559 43.7070968174 "ON" TRUE TRUE "free" FALSE
"23309" "0-WocGTpO3Zm4q1Zzz49Rw" 3.5 -88.2448027 40.1185309 "IL" TRUE TRUE "no" FALSE
"23310" "qbDaSyxDfUZNheucJym2Pg" 2.5 -81.4678638 41.5205335 "OH" TRUE TRUE "no" TRUE
"23311" "b0n2D_Ry2WPo7XAV1Y1U0Q" 3.5 -80.7368122 35.1382399 "NC" TRUE TRUE "free" FALSE
"23312" "IQLnLQYcTwCjwt_ri9dqhA" 3.5 -111.973603 33.4514039 "AZ" TRUE FALSE "no" TRUE
"23314" "sa1ZAswk7kEQfg9Mb6iQwQ" 4.5 -79.3967073 43.6743735 "ON" FALSE TRUE "no" FALSE
"23315" "6EbZsQGYzy40XyE-TengaA" 3.5 -79.3453984 43.7339148 "ON" TRUE FALSE "no" FALSE
"23316" "wuuJhxMDAj5gGVdvobGHJg" 4.5 -73.5849511 45.5250677 "QC" FALSE TRUE "no" FALSE
"23317" "t7qvPH0G30w6xX5Q4lf8Jw" 3.5 -111.982922622 33.3481601852 "AZ" TRUE FALSE "no" TRUE
"23319" "16Fplxu-OwVmTEFxQAUP4g" 3.5 -115.176614273 36.0953556397 "NV" FALSE TRUE "no" FALSE
"23320" "7HUEqrj4aa_u3kl-o-e9_Q" 3.5 -79.4007083 43.6547802 "ON" TRUE FALSE "free" TRUE
"23321" "tBecXDdDmboDVwUu4kmOiA" 3.5 -80.0355244 40.484693 "PA" TRUE FALSE "no" FALSE
"23322" "CYbrDESVuf8wpxRbxgBMJg" 3.5 -112.25507 33.6963062 "AZ" TRUE FALSE "free" FALSE
"23323" "piZ4JqJI5WTljJuQV7yZHQ" 3.5 -79.3935581626 43.6560081758 "ON" TRUE FALSE "no" FALSE
"23324" "R-sEoZXf37pGzLnid7s6wA" 4.5 -111.854055 33.407821 "AZ" TRUE FALSE "no" FALSE
"23325" "DgnIqlqYXdeg0UtSRaKcLQ" 4.5 -115.298321 36.2116995 "NV" TRUE TRUE "free" FALSE
"23328" "3BGzRYh6GQbZz3LGAGb-sQ" 2.5 -112.0109661 33.3788938 "AZ" TRUE FALSE "free" FALSE
"23329" "1j9BbuiaVYQWyXyUjb3rHg" 4 -79.4750905 43.6511104 "ON" TRUE TRUE "free" TRUE
"23331" "VJ46ohh-N7iHKfEX1z7mcg" 3.5 -80.840464 35.152852 "NC" TRUE FALSE "free" TRUE
"23333" "BXeXS9EaNN03AptFwElvjA" 4.5 -3.1847414 55.945489 "EDH" TRUE TRUE "no" TRUE
"23334" "3tqwUw4XWf-RFEtVROZ2ZQ" 4 -79.2999797 43.6888245 "ON" TRUE FALSE "no" TRUE
"23336" "Eiehrt2gZKPr6NHfgELE0Q" 4 -81.355239 41.099655 "OH" TRUE FALSE "paid" TRUE
"23343" "eMTE-wqpk_YWaV3mf7Ii3A" 2.5 -79.3444513 43.7777578 "ON" TRUE TRUE "no" TRUE
"23346" "pbZ2N1b7qxmzEWXtyZrk0Q" 3.5 -112.119194 33.609811 "AZ" TRUE FALSE "free" TRUE
"23348" "ptnjh4Ni6nnAKrd3a8grBw" 3 -111.8412125 33.3140008 "AZ" TRUE FALSE "no" TRUE
"23349" "xBkivY-RacJHXX6y0-91GA" 3 -79.401548 43.657709 "ON" FALSE FALSE "free" FALSE
"23350" "zb8kMYcte7WLcB-7CG3vNg" 3.5 -115.0479396 36.2369865 "NV" TRUE FALSE "no" TRUE
"23354" "0859wfd1BQHG46Zpwhc0ZQ" 4.5 -112.074605 33.474235 "AZ" TRUE FALSE "no" FALSE
"23356" "wyVYljjqF2SW3QiXHuVmbQ" 2.5 -111.90830503 33.377364058 "AZ" TRUE FALSE "free" FALSE
"23357" "4yIOZXIYJiQlkqW_MUtVgQ" 4 -111.910665423 33.3628909681 "AZ" TRUE FALSE "no" FALSE
"23359" "UrLrciFVqdgmMKkgCncx9Q" 2 -115.207235961 36.2706222155 "NV" TRUE FALSE "free" FALSE
"23360" "p6Rf2hsyF1eYVJk9ag3W2A" 4.5 -81.7166946923 41.4804680356 "OH" TRUE FALSE "free" TRUE
"23361" "hW751XsMdKfSEnWffKsHzA" 4 -79.642803481 43.5570718758 "ON" TRUE TRUE "no" TRUE
"23364" "AcjO26DmOhqWlfo2s5DUow" 4 -112.1206299 33.5961902 "AZ" TRUE TRUE "no" FALSE
"23366" "GjT8ZitwOVdP2ttJIam-ug" 4.5 -112.0744168 33.449498 "AZ" TRUE FALSE "no" TRUE
"23367" "PjpkK-BEMOuAxrmqFVxg5A" 3.5 -79.847123 40.332814 "PA" TRUE TRUE "free" FALSE
"23371" "7HQJ8q9_p9OR3XLPBH1NGQ" 2 -81.6862887 41.3593115 "OH" TRUE FALSE "no" FALSE
"23372" "1skTxDMBQSpElbLfhBgmVQ" 2.5 -115.137808 36.011597 "NV" TRUE FALSE "no" TRUE
"23373" "4o2DEgSgY2sDZ16g6U03-w" 4 -79.9687469 40.427256 "PA" TRUE FALSE "free" FALSE
"23378" "0F42T07SdUQY24pidn9QwQ" 2.5 -79.2630008201 43.8936363937 "ON" TRUE TRUE "no" TRUE
"23381" "sSEeW-U4N5TxalS58zuGrA" 4 -114.838294983 35.9770240784 "NV" TRUE FALSE "no" FALSE
"23382" "Q5bysqWbnrahbf4R0OTSKg" 3.5 -79.84393 40.514487 "PA" TRUE TRUE "free" TRUE
"23387" "XBJ-NiV1ZLsydRwMRZwgpQ" 3.5 -115.1325165 36.1930609 "NV" TRUE TRUE "no" FALSE
"23392" "NKYirjjTpzezUi4Rhj64bA" 3 -79.4129878 43.7704722 "ON" TRUE TRUE "no" FALSE
"23393" "tLnIHvvhtDPmCLoUrDaMaQ" 3 -80.7437254 34.924719 "NC" TRUE TRUE "no" FALSE
"23396" "7nkDaeHSeS4kAZzz0Lqt7w" 4 -73.8037969 45.4851177 "QC" TRUE TRUE "no" FALSE
"23399" "XPmFevCdwBteGUl9C_dbTw" 4 -79.6607345657 43.5789259112 "ON" TRUE FALSE "no" TRUE
"23407" "xbCNlp2vWixy2W1WsfGv8g" 4.5 -3.1859164 55.9500742 "EDH" TRUE FALSE "free" FALSE
"23409" "eDK7ns2bB8pmQCoZMy3Idg" 4 -115.1366586 36.1457682 "NV" TRUE FALSE "no" TRUE
"23410" "NA0kabFgJySn6g6JxlCvPw" 3 -115.1525326 36.1512851 "NV" TRUE FALSE "free" TRUE
"23412" "r02SOYnce6hLnpdScdTOvA" 3.5 -79.6175759 43.6160832 "ON" TRUE FALSE "no" TRUE
"23413" "utYpyFOjNisHl1h7lDGSGA" 4.5 -3.2100692 55.9507988 "EDH" FALSE TRUE "no" FALSE
"23416" "Xzgs7Y0t-EpbFdvK6in3Ew" 3 -73.6289592 45.4842655 "QC" TRUE TRUE "no" FALSE
"23417" "V78f9CdEVTkKFkyhdTYVrQ" 3.5 -115.2449501 36.219429 "NV" TRUE FALSE "no" FALSE
"23418" "FTo64sohiSRBRM9e9NzeAQ" 3.5 -89.3649184 43.0825782 "WI" TRUE TRUE "no" TRUE
"23419" "HnCKI2Pxye-b26V6UDRsYQ" 2 -112.236277163 33.5093228742 "AZ" TRUE FALSE "no" FALSE
"23421" "ky8BMyjQm83cqq9fx_Rn3w" 4 -79.4078277 43.6660326 "ON" TRUE FALSE "free" FALSE
"23423" "sYSlKRCWmVeQr1hA6-WUzw" 3.5 -79.3955600336 43.7074975862 "ON" TRUE FALSE "no" TRUE
"23425" "_XVHWZ_epQZkDxg1alyD-g" 2 -81.298804 41.71438 "OH" TRUE TRUE "no" FALSE
"23427" "SFaCcwpIKjrpnT1IjzEDdg" 4 -115.2066735 36.1148713 "NV" TRUE TRUE "free" TRUE
"23428" "OoqT8zbuYyukIBA8NQY5Cw" 3.5 9.0324163694 48.7042428939 "BW" TRUE FALSE "free" FALSE
"23429" "u65uMUc88VMD7wI09BU1IQ" 2.5 -73.5630075 45.5150157 "QC" TRUE TRUE "no" FALSE
"23432" "zTr86H7j2bKQT13KBhBpPQ" 3 -115.0728912 36.100724 "NV" TRUE FALSE "no" FALSE
"23433" "oN8HDF_cPDaeFB69yC6I5A" 4.5 -73.5945922 45.6001371 "QC" TRUE FALSE "no" TRUE
